epoch,agent/cur_q1,agent/cur_q2,agent/diff_loss,agent/guide_loss,agent/lmbda,agent/policy_grad_norm,agent/policy_loss,agent/policy_weight_norm,agent/qf1_grad_norm,agent/qf1_loss,agent/qf1_weight_norm,agent/qf2_grad_norm,agent/qf2_loss,agent/qf2_weight_norm,agent/qf_loss,agent/tgt_q,agent/tgt_q1,agent/tgt_q2,average_return,average_traj_length,average_normalizd_return,average_10_normalized_return,best_normalized_return,done,train_time,eval_time,epoch_time
1138,197.73561,197.76814,0.122801505,-1.9755642,0.009774965,1.381647,-1.8527627,102.585045,370.47134,21.241669,142.45914,370.30048,21.55186,141.9079,42.79353,197.4636,198.55634,198.5337,4318.1055,992.5,0.9402713235981697,0.9349009074826332,0.9636766424178596,1.0,5.5211451053619385,8.821487426757812e-06,5.521153926849365
1139,191.99907,192.54935,0.09241977,-1.9815841,0.009996754,1.8182511,-1.8891643,102.59786,763.8969,44.896523,142.5022,751.4158,39.318184,141.94771,84.21471,191.86295,193.31683,192.64178,4340.0312,1000.0,0.9450474787341282,0.9345880628037856,0.9636766424178596,1.0,5.47908353805542,35.61920189857483,41.09828543663025
1140,198.9681,199.09085,0.11270903,-1.9754728,0.009656616,1.6044166,-1.8627638,102.639626,907.77,28.855122,142.54654,854.91046,30.902077,141.98448,59.7572,199.8347,201.1192,200.83252,4340.0312,1000.0,0.9450474787341282,0.9345880628037856,0.9636766424178596,1.0,5.549718618392944,8.58306884765625e-06,5.549727201461792
1141,203.73134,204.25276,0.100459486,-1.9835916,0.009502221,0.9736854,-1.8831321,102.668816,493.77893,23.265137,142.57893,343.74585,25.236416,142.02348,48.501553,204.09155,205.01678,205.35977,4340.0312,1000.0,0.9450474787341282,0.9345880628037856,0.9636766424178596,1.0,5.639185190200806,8.106231689453125e-06,5.639193296432495
1142,186.77518,186.88562,0.1227823,-1.9823415,0.010321342,1.0427455,-1.8595592,102.68286,773.38885,39.113087,142.60419,616.40326,34.33902,142.05742,73.4521,186.62485,187.96944,187.84485,4340.0312,1000.0,0.9450474787341282,0.9345880628037856,0.9636766424178596,1.0,5.541612863540649,7.62939453125e-06,5.541620492935181
1143,193.45541,193.88089,0.112072974,-1.990356,0.010037057,1.184272,-1.878283,102.70565,687.5817,29.733307,142.66188,583.9498,26.627396,142.09311,56.360703,194.03116,195.37886,195.80432,4340.0312,1000.0,0.9450474787341282,0.9345880628037856,0.9636766424178596,1.0,5.51123046875,7.62939453125e-06,5.511238098144531
1144,197.55014,197.37823,0.124463625,-1.984696,0.009737303,0.7292972,-1.8602324,102.74458,1336.3796,31.563131,142.70517,647.92,28.600826,142.12552,60.163956,197.47719,198.16599,198.44724,4340.0312,1000.0,0.9450474787341282,0.9345880628037856,0.9636766424178596,1.0,5.567859649658203,7.867813110351562e-06,5.5678675174713135
1145,196.50616,196.22295,0.10170969,-1.9910713,0.009855218,1.0386198,-1.8893616,102.772194,786.8622,29.619642,142.74258,549.2262,25.09489,142.16751,54.71453,196.61072,197.81613,197.57767,4340.0312,1000.0,0.9450474787341282,0.9345880628037856,0.9636766424178596,1.0,5.432642936706543,9.775161743164062e-06,5.432652711868286
1146,205.65366,205.76927,0.10874024,-1.991406,0.009484256,0.94261956,-1.8826658,102.807106,646.1631,31.32926,142.79861,569.63605,28.943121,142.21013,60.27238,206.99753,208.04872,208.0278,4340.0312,1000.0,0.9450474787341282,0.9345880628037856,0.9636766424178596,1.0,5.362901449203491,8.58306884765625e-06,5.362910032272339
1147,189.51108,188.95563,0.09948276,-1.9779896,0.0101937475,0.9052199,-1.8785068,102.83426,775.973,27.744686,142.82104,542.21436,27.441185,142.23714,55.18587,188.59436,190.5292,190.2635,4340.0312,1000.0,0.9450474787341282,0.9345880628037856,0.9636766424178596,1.0,5.4261085987091064,6.67572021484375e-06,5.426115274429321
1148,193.1627,193.44351,0.13218446,-1.9754817,0.009993347,0.9117012,-1.8432972,102.86952,616.7486,25.944546,142.87396,854.94977,32.179436,142.27182,58.12398,192.26285,193.0985,193.49261,4340.0312,1000.0,0.9450474787341282,0.9345880628037856,0.9636766424178596,1.0,5.694599151611328,8.106231689453125e-06,5.694607257843018
1149,189.8917,189.53941,0.09529567,-1.9923514,0.010221405,1.2040478,-1.8970557,102.89856,604.77264,23.996912,142.91762,577.56006,27.263304,142.33527,51.260216,189.6207,190.69553,190.96774,4341.5796,1000.0,0.9453847690070696,0.9351589099182117,0.9636766424178596,1.0,5.341548681259155,36.059632778167725,41.40118145942688
1150,195.33716,194.87848,0.10765763,-1.9932135,0.009969361,0.99400467,-1.8855559,102.92738,670.87,31.338007,142.9501,777.9544,33.16454,142.35503,64.50255,195.39383,197.07881,196.64598,4341.5796,1000.0,0.9453847690070696,0.9351589099182117,0.9636766424178596,1.0,5.376635789871216,6.4373016357421875e-06,5.376642227172852
1151,187.76697,188.19038,0.12574606,-1.9747686,0.010203421,1.072948,-1.8490226,102.9487,716.03485,33.61065,142.99715,938.2299,33.53973,142.40182,67.150375,188.5799,190.20451,189.50711,4341.5796,1000.0,0.9453847690070696,0.9351589099182117,0.9636766424178596,1.0,5.346947431564331,6.4373016357421875e-06,5.346953868865967
1152,194.97746,195.11249,0.102273114,-1.9872068,0.009912901,1.1473951,-1.8849337,102.97705,932.118,50.919666,143.03284,695.6042,42.878113,142.43631,93.797775,195.37163,197.4075,196.6174,4341.5796,1000.0,0.9453847690070696,0.9351589099182117,0.9636766424178596,1.0,5.4426703453063965,7.867813110351562e-06,5.442678213119507
1153,203.51724,203.31407,0.098091796,-1.9824442,0.009470999,1.2267729,-1.8843523,103.00103,680.5487,33.244156,143.067,583.83673,28.293644,142.47708,61.5378,202.74402,204.01482,204.28333,4341.5796,1000.0,0.9453847690070696,0.9351589099182117,0.9636766424178596,1.0,5.376590013504028,6.67572021484375e-06,5.376596689224243
1154,191.9888,192.2059,0.1569562,-1.9774673,0.010004314,0.99482244,-1.8205111,103.03459,575.90424,27.887722,143.11212,632.2233,28.241608,142.53067,56.12933,192.34901,193.70218,193.5812,4341.5796,1000.0,0.9453847690070696,0.9351589099182117,0.9636766424178596,1.0,5.370116233825684,8.344650268554688e-06,5.370124578475952
1155,198.3601,198.53879,0.13671498,-1.9913907,0.009777733,1.8334912,-1.8546758,103.066864,1243.583,35.666058,143.15887,1228.1879,37.45076,142.57434,73.11682,198.92093,200.04991,200.23895,4341.5796,1000.0,0.9453847690070696,0.9351589099182117,0.9636766424178596,1.0,5.440634250640869,7.62939453125e-06,5.4406418800354
1156,199.77899,199.05936,0.10124113,-1.9741442,0.009599522,1.1830481,-1.8729031,103.08577,580.61,30.108429,143.20573,625.264,32.828697,142.61739,62.937126,199.71953,201.19098,200.7924,4341.5796,1000.0,0.9453847690070696,0.9351589099182117,0.9636766424178596,1.0,5.346057891845703,1.2159347534179688e-05,5.346070051193237
1157,197.89291,198.09991,0.10432407,-1.9822565,0.009772762,1.2491151,-1.8779324,103.11991,616.9822,23.280113,143.24156,607.4381,23.716427,142.65405,46.99654,198.88814,200.6034,200.09544,4341.5796,1000.0,0.9453847690070696,0.9351589099182117,0.9636766424178596,1.0,5.327494144439697,7.62939453125e-06,5.3275017738342285
1158,193.92992,193.67017,0.10878868,-1.9753789,0.009945203,1.1242654,-1.8665901,103.14862,541.84406,23.974909,143.29999,486.336,21.614563,142.69102,45.58947,193.2334,194.84407,194.15805,4341.5796,1000.0,0.9453847690070696,0.9351589099182117,0.9636766424178596,1.0,5.3200156688690186,6.198883056640625e-06,5.320021867752075
1159,190.75395,190.17575,0.10740995,-1.9830656,0.010089443,1.0002215,-1.8756557,103.1755,1054.0669,51.113613,143.32642,727.8146,46.136883,142.71791,97.250496,189.65549,192.01447,191.41821,4307.74,1000.0,0.9380134486271958,0.933637989357665,0.9636766424178596,1.0,5.365326404571533,35.73371767997742,41.09904408454895
1160,201.81429,201.80356,0.09986868,-1.992584,0.009626049,0.7781241,-1.8927153,103.2009,585.46985,25.74525,143.34824,450.3802,22.906744,142.7368,48.651993,201.59666,202.95457,202.46837,4307.74,1000.0,0.9380134486271958,0.933637989357665,0.9636766424178596,1.0,5.552232265472412,8.58306884765625e-06,5.55224084854126
1161,190.45645,190.47586,0.12515555,-1.9722127,0.010048274,1.4999702,-1.8470571,103.23044,680.26953,31.243881,143.38673,539.358,28.736855,142.78056,59.980736,190.06845,191.34004,191.43933,4307.74,1000.0,0.9380134486271958,0.933637989357665,0.9636766424178596,1.0,5.383191347122192,6.4373016357421875e-06,5.383197784423828
1162,199.21127,199.20253,0.08816127,-1.9925438,0.0097492635,1.0108159,-1.9043826,103.25254,535.01855,22.921282,143.4158,699.1843,24.285645,142.80872,47.206924,199.32443,200.8829,201.0119,4307.74,1000.0,0.9380134486271958,0.933637989357665,0.9636766424178596,1.0,5.437780380249023,1.2159347534179688e-05,5.437792539596558
1163,202.06781,201.90651,0.11219965,-1.9848104,0.0095720785,0.80472046,-1.8726107,103.282684,520.42615,28.937296,143.46753,468.50073,28.575472,142.85759,57.512768,201.77798,203.29721,202.69965,4307.74,1000.0,0.9380134486271958,0.933637989357665,0.9636766424178596,1.0,5.384162902832031,5.9604644775390625e-06,5.384168863296509
1164,191.35123,191.28568,0.10427863,-1.9785312,0.010010769,0.93014205,-1.8742526,103.30215,696.30096,34.825058,143.51942,642.6352,33.168037,142.90405,67.993095,191.00656,192.7532,192.59776,4307.74,1000.0,0.9380134486271958,0.933637989357665,0.9636766424178596,1.0,5.350143194198608,7.152557373046875e-06,5.3501503467559814
1165,201.97925,201.62073,0.09531577,-1.9908253,0.009647384,1.0671028,-1.8955095,103.34729,866.3944,40.098946,143.5703,773.62427,35.933212,142.95012,76.03216,202.87221,204.47662,204.30096,4307.74,1000.0,0.9380134486271958,0.933637989357665,0.9636766424178596,1.0,5.395987510681152,6.198883056640625e-06,5.395993709564209
1166,194.81467,195.39757,0.11540015,-1.992869,0.00991797,1.2373639,-1.8774688,103.364944,558.99316,31.26318,143.59015,608.4243,32.370728,142.97235,63.633907,194.9943,196.02791,196.91159,4307.74,1000.0,0.9380134486271958,0.933637989357665,0.9636766424178596,1.0,5.442546129226685,8.58306884765625e-06,5.442554712295532
1167,189.42285,189.77475,0.106262766,-1.9933223,0.010264612,1.0960221,-1.8870595,103.38479,989.7253,33.798035,143.62955,1064.5597,42.310726,143.00958,76.108765,189.97932,191.52664,191.51434,4307.74,1000.0,0.9380134486271958,0.933637989357665,0.9636766424178596,1.0,5.405393123626709,6.67572021484375e-06,5.405399799346924
1168,201.32767,200.78757,0.12232585,-1.9810965,0.00963017,1.1556473,-1.8587706,103.42335,1024.141,34.313656,143.67944,927.2924,38.118614,143.05602,72.43227,201.34561,202.11119,202.41647,4307.74,1000.0,0.9380134486271958,0.933637989357665,0.9636766424178596,1.0,5.5426366329193115,7.152557373046875e-06,5.542643785476685
1169,192.9809,193.2322,0.11998536,-1.9740629,0.009897904,0.77926123,-1.8540776,103.44907,891.4728,35.294426,143.70728,669.1275,32.604195,143.09735,67.89862,194.10281,195.67412,194.94081,4352.0254,1000.0,0.947660284415673,0.9392627888801977,0.9636766424178596,1.0,5.392068147659302,35.49266004562378,40.88472819328308
1170,208.15741,207.77255,0.108890034,-1.9935938,0.0093979705,2.6973584,-1.8847038,103.47151,649.3836,24.812664,143.74977,513.94,22.362411,143.13498,47.175076,207.23618,208.99088,208.60077,4352.0254,1000.0,0.947660284415673,0.9392627888801977,0.9636766424178596,1.0,5.561821222305298,7.867813110351562e-06,5.561829090118408
1171,195.14621,195.53638,0.115327805,-1.9912708,0.009906776,1.2855735,-1.875943,103.489296,612.11633,32.658752,143.78445,667.1527,33.714657,143.17166,66.37341,194.9529,196.16183,195.78381,4352.0254,1000.0,0.947660284415673,0.9392627888801977,0.9636766424178596,1.0,5.355297327041626,8.344650268554688e-06,5.3553056716918945
1172,204.96472,205.32867,0.10942074,-1.993365,0.009457259,2.7711003,-1.8839443,103.51638,823.3007,36.648983,143.83757,722.08673,28.077942,143.20923,64.72693,204.3388,206.43169,205.67204,4352.0254,1000.0,0.947660284415673,0.9392627888801977,0.9636766424178596,1.0,5.662940502166748,6.67572021484375e-06,5.662947177886963
1173,195.88165,196.46283,0.10564421,-1.9923579,0.00991292,1.6015449,-1.8867136,103.55569,564.44,24.708885,143.88173,685.31287,23.156448,143.25655,47.865334,196.00412,197.75014,197.95247,4352.0254,1000.0,0.947660284415673,0.9392627888801977,0.9636766424178596,1.0,5.451955080032349,1.1682510375976562e-05,5.451966762542725
1174,208.44797,208.63551,0.10705061,-1.9884799,0.0093186395,1.5302355,-1.8814292,103.57401,593.15936,32.91015,143.91963,517.9143,27.336174,143.29288,60.246323,208.36786,209.69043,209.21602,4352.0254,1000.0,0.947660284415673,0.9392627888801977,0.9636766424178596,1.0,5.498274326324463,7.3909759521484375e-06,5.498281717300415
1175,194.6449,194.9743,0.116501085,-1.984845,0.00994095,0.97602737,-1.868344,103.6064,548.122,31.743698,143.97105,540.35474,34.26876,143.34486,66.01246,194.90416,196.5409,196.16086,4352.0254,1000.0,0.947660284415673,0.9392627888801977,0.9636766424178596,1.0,5.473567247390747,6.9141387939453125e-06,5.473574161529541
1176,189.17787,189.11505,0.11935823,-1.9758742,0.010154544,0.8764404,-1.856516,103.642746,761.3389,29.490263,143.97624,621.17957,26.936462,143.36752,56.426727,189.13449,190.60081,190.92699,4352.0254,1000.0,0.947660284415673,0.9392627888801977,0.9636766424178596,1.0,5.502237796783447,7.152557373046875e-06,5.50224494934082
1177,196.30098,195.81194,0.09129894,-1.9636854,0.009806772,1.0379252,-1.8723865,103.66026,528.29645,23.580296,144.01222,489.37146,25.033194,143.40825,48.613487,195.91791,197.79236,196.8952,4352.0254,1000.0,0.947660284415673,0.9392627888801977,0.9636766424178596,1.0,5.366181373596191,1.0728836059570312e-05,5.366192102432251
1178,202.37112,202.58128,0.12181535,-1.9742897,0.009521406,0.8599323,-1.8524743,103.68812,607.7323,23.08896,144.06052,541.787,23.639044,143.4487,46.728004,203.70901,205.0035,204.63257,4352.0254,1000.0,0.947660284415673,0.9392627888801977,0.9636766424178596,1.0,5.370402574539185,1.1682510375976562e-05,5.3704142570495605
1179,191.98657,191.91467,0.08761187,-1.9831905,0.010090033,1.5937221,-1.8955786,103.71207,634.51984,35.549072,144.09346,577.9162,34.13276,143.49422,69.68183,191.96562,193.47836,193.06609,4373.84,1000.0,0.9524120343757854,0.939810801812228,0.9636766424178596,1.0,5.484206676483154,35.520116567611694,41.00432324409485
1180,195.13193,194.54227,0.12213965,-1.9864998,0.009887448,0.8214679,-1.8643601,103.73387,717.4106,32.86241,144.1286,623.6425,30.442339,143.51668,63.30475,195.5465,197.21909,197.57289,4373.84,1000.0,0.9524120343757854,0.939810801812228,0.9636766424178596,1.0,5.605427980422974,8.106231689453125e-06,5.605436086654663
1181,203.36131,203.0853,0.107762724,-1.9925276,0.009594795,0.72892547,-1.8847649,103.76213,521.8937,22.97688,144.17561,447.83572,25.864626,143.57281,48.841507,203.35364,204.35268,204.40569,4373.84,1000.0,0.9524120343757854,0.939810801812228,0.9636766424178596,1.0,5.5579023361206055,8.344650268554688e-06,5.557910680770874
1182,189.1788,188.29298,0.093841344,-1.9748571,0.010151353,1.6470882,-1.8810158,103.786644,1100.7402,57.184715,144.21701,1009.20166,62.45804,143.6093,119.64275,188.4118,190.14694,189.98297,4373.84,1000.0,0.9524120343757854,0.939810801812228,0.9636766424178596,1.0,5.38972020149231,8.106231689453125e-06,5.389728307723999
1183,195.4542,195.328,0.105129614,-1.9825675,0.009909609,0.7654057,-1.877438,103.81881,672.663,35.40445,144.24344,707.4179,34.04658,143.64984,69.451035,195.51173,196.96127,196.3924,4373.84,1000.0,0.9524120343757854,0.939810801812228,0.9636766424178596,1.0,5.672057151794434,7.3909759521484375e-06,5.672064542770386
1184,188.06625,188.83229,0.106233686,-1.9737777,0.010199297,2.2812085,-1.8675439,103.8445,694.4978,26.4501,144.2948,668.2669,32.09363,143.68219,58.54373,188.88474,191.13622,191.086,4373.84,1000.0,0.9524120343757854,0.939810801812228,0.9636766424178596,1.0,5.361950635910034,7.3909759521484375e-06,5.361958026885986
1185,204.2626,204.02765,0.11404753,-1.9810514,0.009459347,2.1282325,-1.8670039,103.87554,755.3163,61.727592,144.34245,717.3235,57.23863,143.72554,118.96622,203.84425,204.95197,205.07199,4373.84,1000.0,0.9524120343757854,0.939810801812228,0.9636766424178596,1.0,5.521182298660278,6.198883056640625e-06,5.521188497543335
1186,201.53156,201.79587,0.110624045,-1.9922903,0.009596636,1.9167808,-1.8816662,103.90287,506.95712,21.57359,144.38124,443.20428,20.502796,143.77435,42.076385,202.05537,203.71391,203.43452,4373.84,1000.0,0.9524120343757854,0.939810801812228,0.9636766424178596,1.0,5.599658250808716,7.3909759521484375e-06,5.599665641784668
1187,189.4843,189.55078,0.11807588,-1.9817007,0.010168081,1.7873731,-1.8636248,103.93045,610.87726,23.096386,144.42575,558.262,27.697285,143.81169,50.79367,189.28241,192.26216,191.03685,4373.84,1000.0,0.9524120343757854,0.939810801812228,0.9636766424178596,1.0,5.681730270385742,6.9141387939453125e-06,5.681737184524536
1188,207.05466,207.43309,0.10452397,-1.9887528,0.009350617,1.1398453,-1.8842288,103.947525,501.34628,22.07848,144.46979,723.9437,27.086658,143.85283,49.16514,206.9973,208.51567,207.94218,4373.84,1000.0,0.9524120343757854,0.939810801812228,0.9636766424178596,1.0,5.429532766342163,8.106231689453125e-06,5.4295408725738525
1189,193.80588,193.99796,0.121291414,-1.9774063,0.009969153,0.61831653,-1.8561149,103.97993,617.6544,32.04364,144.52324,597.151,29.476032,143.9067,61.519672,193.33163,196.06653,195.58302,4283.1885,992.6,0.9326653167931653,0.9379222581478496,0.9636766424178596,1.0,5.525118350982666,46.09659266471863,51.621711015701294
1190,187.97375,188.01968,0.10931216,-1.9943092,0.010367253,2.0765803,-1.884997,103.999374,582.6634,27.824816,144.55803,561.4243,25.906757,143.92867,53.731575,187.91803,189.10303,189.12976,4283.1885,992.6,0.9326653167931653,0.9379222581478496,0.9636766424178596,1.0,5.679741144180298,7.62939453125e-06,5.679748773574829
1191,195.7043,196.14288,0.113359705,-1.9892433,0.009927472,1.9383256,-1.8758836,104.0309,514.15875,23.538372,144.59366,563.5458,27.16476,143.96977,50.703133,196.02533,198.1799,197.96059,4283.1885,992.6,0.9326653167931653,0.9379222581478496,0.9636766424178596,1.0,5.417018890380859,7.3909759521484375e-06,5.4170262813568115
1192,196.1324,196.39069,0.12316093,-1.9851463,0.009813205,1.6464856,-1.8619853,104.064476,637.46234,31.91148,144.64182,546.148,32.761898,144.00792,64.67338,196.34897,197.58548,197.46536,4283.1885,992.6,0.9326653167931653,0.9379222581478496,0.9636766424178596,1.0,5.698814868927002,7.152557373046875e-06,5.698822021484375
1193,195.3172,194.88275,0.12151443,-1.9794617,0.009893314,0.95149916,-1.8579472,104.093155,637.7912,28.35017,144.66478,527.1247,27.35759,144.03648,55.70776,194.6417,196.6907,196.55093,4283.1885,992.6,0.9326653167931653,0.9379222581478496,0.9636766424178596,1.0,5.573119878768921,7.3909759521484375e-06,5.573127269744873
1194,187.43338,187.57553,0.11120637,-1.9752778,0.010258661,1.5097464,-1.8640714,104.11859,800.33246,27.975739,144.69339,728.3398,31.115513,144.07784,59.09125,187.45206,190.67981,190.23929,4283.1885,992.6,0.9326653167931653,0.9379222581478496,0.9636766424178596,1.0,5.611088514328003,7.3909759521484375e-06,5.611095905303955
1195,191.73642,191.23836,0.10800666,-1.9840615,0.010045691,1.2928145,-1.8760548,104.1496,728.39795,27.307953,144.73521,514.99634,27.831314,144.11331,55.139267,191.05406,192.19089,192.46292,4283.1885,992.6,0.9326653167931653,0.9379222581478496,0.9636766424178596,1.0,5.497752904891968,7.3909759521484375e-06,5.49776029586792
1196,201.628,201.49515,0.09917967,-1.9901242,0.009611513,1.2506,-1.8909446,104.17392,543.3908,27.736887,144.76895,412.4842,21.763424,144.14467,49.500313,201.71643,202.83296,202.92395,4283.1885,992.6,0.9326653167931653,0.9379222581478496,0.9636766424178596,1.0,5.3911683559417725,7.62939453125e-06,5.391175985336304
1197,204.20471,203.6642,0.11174181,-1.9892603,0.009517235,1.0979788,-1.8775185,104.199554,586.5727,24.999971,144.81427,496.08887,21.823212,144.18773,46.82318,203.65564,205.03215,205.18512,4283.1885,992.6,0.9326653167931653,0.9379222581478496,0.9636766424178596,1.0,5.410297155380249,1.1920928955078125e-05,5.410309076309204
1198,195.02225,194.38675,0.08449857,-1.9831882,0.009891789,1.44148,-1.8986896,104.229195,813.0165,28.840574,144.86736,914.9735,36.78873,144.22522,65.6293,194.85036,196.27713,195.68007,4283.1885,992.6,0.9326653167931653,0.9379222581478496,0.9636766424178596,1.0,5.378780364990234,7.3909759521484375e-06,5.3787877559661865
1199,200.35838,200.00244,0.096603364,-1.9871268,0.009705559,1.4336766,-1.8905234,104.25766,1054.8748,52.188747,144.90543,754.2169,44.695152,144.25667,96.883896,199.06635,200.70653,200.63934,4261.5083,1000.0,0.9279426254255185,0.9433512498763316,0.9636766424178596,1.0,5.5037758350372314,35.666348457336426,41.17012429237366
1200,200.44019,200.54164,0.13671035,-1.9690585,0.009592051,1.2271084,-1.8323481,104.288506,868.1072,41.297844,144.93437,915.2393,47.08548,144.3024,88.38332,199.7954,201.42532,200.67758,4261.5083,1000.0,0.9279426254255185,0.9433512498763316,0.9636766424178596,1.0,5.621243715286255,6.9141387939453125e-06,5.621250629425049
1201,194.03621,193.91504,0.14833122,-1.9944608,0.010039762,0.8730783,-1.8461297,104.309235,459.53146,20.485382,144.96284,625.3185,21.838205,144.34177,42.323586,193.85417,195.47046,195.11488,4261.5083,1000.0,0.9279426254255185,0.9433512498763316,0.9636766424178596,1.0,5.377930164337158,7.867813110351562e-06,5.3779380321502686
1202,188.5976,188.70178,0.096684225,-1.9759419,0.01019907,0.8137392,-1.8792577,104.333626,528.18744,24.181108,144.9905,465.94363,21.45789,144.3718,45.639,189.13544,190.39833,190.38878,4261.5083,1000.0,0.9279426254255185,0.9433512498763316,0.9636766424178596,1.0,5.470321416854858,8.344650268554688e-06,5.470329761505127
1203,191.46765,191.72604,0.11381186,-1.9987096,0.010139383,1.4980531,-1.8848977,104.35632,469.56213,22.214006,145.02919,485.15652,23.305962,144.40855,45.519966,191.63893,192.72923,192.73839,4261.5083,1000.0,0.9279426254255185,0.9433512498763316,0.9636766424178596,1.0,5.577855825424194,7.3909759521484375e-06,5.5778632164001465
1204,188.47092,188.46904,0.10111074,-1.9781575,0.010192528,1.2291073,-1.8770468,104.386765,478.3236,28.458855,145.06856,393.0209,24.83181,144.45676,53.290665,188.30832,190.22041,190.27263,4261.5083,1000.0,0.9279426254255185,0.9433512498763316,0.9636766424178596,1.0,5.530621290206909,7.62939453125e-06,5.53062891960144
1205,185.36855,185.24121,0.11391659,-1.97883,0.010346111,1.6189861,-1.8649133,104.41039,516.25226,25.38388,145.10405,521.7024,25.139555,144.48735,50.523438,185.19418,186.81796,186.60645,4261.5083,1000.0,0.9279426254255185,0.9433512498763316,0.9636766424178596,1.0,5.43667459487915,6.9141387939453125e-06,5.436681509017944
1206,196.86414,196.56186,0.10209791,-1.9801673,0.009814934,0.87601703,-1.8780694,104.43572,602.4648,23.946053,145.1457,646.85315,25.875233,144.51886,49.821285,196.853,199.14507,198.5596,4261.5083,1000.0,0.9279426254255185,0.9433512498763316,0.9636766424178596,1.0,5.578061580657959,7.867813110351562e-06,5.578069448471069
1207,204.6781,204.821,0.1092759,-1.978424,0.00943845,1.1435325,-1.869148,104.46747,915.1908,24.717127,145.2053,720.3303,21.725668,144.5597,46.442795,203.15535,204.44296,204.21497,4261.5083,1000.0,0.9279426254255185,0.9433512498763316,0.9636766424178596,1.0,5.555032968521118,7.3909759521484375e-06,5.55504035949707
1208,187.49065,187.20692,0.13220906,-1.9940569,0.01040409,1.0525689,-1.8618479,104.49292,394.3621,20.112082,145.24742,431.5589,22.616674,144.5986,42.728756,187.51968,188.52124,188.60478,4261.5083,1000.0,0.9279426254255185,0.9433512498763316,0.9636766424178596,1.0,5.421356916427612,6.198883056640625e-06,5.421363115310669
1209,199.24615,199.12595,0.10409254,-1.9940306,0.009758752,1.0083762,-1.8899381,104.52008,564.1015,25.552147,145.2889,534.9172,24.7408,144.63654,50.292946,199.34383,200.33253,200.33965,4333.237,1000.0,0.9435675007943644,0.9424920260135512,0.9636766424178596,1.0,5.397548198699951,35.7530198097229,41.15056800842285
1210,199.83405,199.34332,0.098621845,-1.979652,0.009669587,0.7514151,-1.8810302,104.54472,981.768,48.013283,145.32623,865.66595,44.27947,144.6586,92.292755,199.23833,201.49448,200.64096,4333.237,1000.0,0.9435675007943644,0.9424920260135512,0.9636766424178596,1.0,5.553785800933838,7.867813110351562e-06,5.553793668746948
1211,195.70264,195.93234,0.12772422,-1.9839989,0.009865941,1.4566803,-1.8562747,104.57451,563.66473,31.878345,145.37177,623.8009,33.056328,144.70702,64.93468,195.81204,197.44458,197.24669,4333.237,1000.0,0.9435675007943644,0.9424920260135512,0.9636766424178596,1.0,5.480949401855469,7.3909759521484375e-06,5.480956792831421
1212,196.35205,196.4814,0.11442165,-1.9870124,0.009836044,1.8355969,-1.8725908,104.597885,683.19543,27.341576,145.3958,620.01135,25.057074,144.74374,52.39865,196.71724,198.40552,197.49364,4333.237,1000.0,0.9435675007943644,0.9424920260135512,0.9636766424178596,1.0,5.584813356399536,7.3909759521484375e-06,5.584820747375488
1213,196.93744,197.04736,0.1318627,-1.985584,0.009848214,1.1840633,-1.8537214,104.62724,543.5546,25.023338,145.4475,647.5417,23.976824,144.78404,49.00016,197.88895,199.7518,199.90625,4333.237,1000.0,0.9435675007943644,0.9424920260135512,0.9636766424178596,1.0,5.324831008911133,6.198883056640625e-06,5.3248372077941895
1214,200.13379,200.22922,0.092996776,-1.9917637,0.009679686,1.247507,-1.898767,104.65442,416.32068,22.60269,145.4906,480.47073,20.95092,144.80948,43.55361,200.35023,201.89977,202.01529,4333.237,1000.0,0.9435675007943644,0.9424920260135512,0.9636766424178596,1.0,5.4867706298828125,7.62939453125e-06,5.486778259277344
1215,193.99017,193.81732,0.10764387,-1.9743081,0.0098854,1.233774,-1.8666643,104.6874,553.64404,28.272242,145.52364,559.59576,27.517654,144.86732,55.789894,193.93185,194.92317,195.54434,4333.237,1000.0,0.9435675007943644,0.9424920260135512,0.9636766424178596,1.0,5.357231616973877,1.1682510375976562e-05,5.357243299484253
1216,195.98895,195.74121,0.124314345,-1.9806849,0.009906556,3.7522745,-1.8563706,104.715096,612.75305,26.342947,145.56955,602.6275,25.289001,144.89722,51.63195,196.12729,197.78506,197.43082,4333.237,1000.0,0.9435675007943644,0.9424920260135512,0.9636766424178596,1.0,5.501535177230835,9.059906005859375e-06,5.501544237136841
1217,188.34761,188.80228,0.12263298,-1.9825436,0.01024266,2.0712948,-1.8599106,104.73768,532.23724,35.66694,145.61502,544.8614,36.71867,144.93956,72.385605,188.22618,190.05823,189.58186,4333.237,1000.0,0.9435675007943644,0.9424920260135512,0.9636766424178596,1.0,5.442928314208984,6.67572021484375e-06,5.442934989929199
1218,198.13904,197.49023,0.099450946,-1.9899865,0.009779499,0.80810136,-1.8905356,104.76455,523.6779,20.275686,145.66281,462.51926,18.900904,144.98602,39.17659,198.15256,200.18933,200.07971,4333.237,1000.0,0.9435675007943644,0.9424920260135512,0.9636766424178596,1.0,5.4544689655303955,6.4373016357421875e-06,5.454475402832031
